location,age,population
27,16,72997
27,17,71463
27,18,70683
27,19,71506
27,20,70536
27,21,70485
27,22,71579
27,23,70633
27,24,72696
27,25,74285
27,26,75751
27,27,77240
27,28,75161
27,29,76350
27,30,75019
27,31,75283
27,32,76349
27,33,77613
27,34,79565
27,35,77267
27,36,78038
27,37,78602
27,38,77470
27,39,77438
27,40,72056
27,41,69174
27,42,66598
27,43,63922
27,44,65012
27,45,61423
27,46,61633
27,47,64527
27,48,69982
27,49,71278
27,50,68291
27,51,66447
27,52,66875
27,53,69121
27,54,73784
27,55,76110
27,56,77519
27,57,77964
27,58,79482
27,59,79890
27,60,76695
27,61,75621
27,62,73793
27,63,70386
27,64,68961
27,65,66179
27,66,63334
27,67,61058
27,68,57900
27,69,55205
27,70,52012
27,71,50157
27,72,51460
27,73,37017
27,74,36737
27,75,35475
27,76,36530
27,77,31406
27,78,28616
27,79,26784
27,80,24893
27,81,23269
27,82,21322
27,83,20107
27,84,18311
27,85,122610
28,0,35518
28,1,36238
28,2,36965
28,3,37210
28,4,37547
28,5,37412
28,6,37184
28,7,38131
28,8,38096
28,9,38554
28,10,40138
28,11,41731
28,12,42818
28,13,41169
28,14,40426
28,15,40206
28,16,39856
28,17,39384
28,18,40203
28,19,41701
28,20,40055
28,21,40410
28,22,40252
28,23,40151
28,24,40649
28,25,40196
28,26,41132
28,27,41738
28,28,42243
28,29,41680
28,30,39659
28,31,36865
28,32,36215
28,33,36510
28,34,37509
28,35,36354
28,36,37414
28,37,38006
28,38,38306
28,39,38988
28,40,36163
28,41,35693
28,42,35512
28,43,34399
28,44,34919
28,45,34065
28,46,34820
28,47,36761
28,48,38188
28,49,37999
28,50,35717
28,51,35301
28,52,34970
28,53,35758
28,54,38461
28,55,39033
28,56,39109
28,57,39387
28,58,39681
28,59,40104
28,60,38821
28,61,38053
28,62,38346
28,63,36735
28,64,36642
28,65,34876
28,66,32774
28,67,31740
28,68,31008
28,69,30213
28,70,28776
28,71,28210
28,72,29539
28,73,21096
28,74,20723
28,75,19975
28,76,19967
28,77,17110
28,78,15780
28,79,14797
28,80,13569
28,81,12964
28,82,11219
28,83,10466
28,84,9593
28,85,52298
29,0,71012
29,1,72134
29,2,74086
29,3,75166
29,4,75682
29,5,75978
29,6,75161
29,7,75274
29,8,75954
29,9,76058
29,10,76383
29,11,78825
29,12,79078
29,13,78762
29,14,78067
29,15,77994
29,16,77767
29,17,77204
29,18,76383
29,19,80323
29,20,80313
29,21,81129
29,22,81319
29,23,80806
29,24,81231
29,25,82492
29,26,83529
29,27,87108
29,28,87237
29,29,85048
29,30,81566
29,31,78835
29,32,78678
29,33,80493
29,34,80901
29,35,78164
29,36,80306
29,37,79421
29,38,79064
29,39,80090
29,40,74472
29,41,72679
29,42,71164
29,43,68257
29,44,70122
29,45,67442
29,46,68678
29,47,72698
29,48,77479
29,49,77168
29,50,72575
29,51,71089
29,52,72336
29,53,73656
29,54,79823
29,55,82899
29,56,84242
29,57,85582
29,58,86843
29,59,86879
29,60,83537
29,61,82721
29,62,82491
29,63,78567
29,64,76971
29,65,73735
29,66,70284
29,67,67599
29,68,65348
29,69,62740
29,70,60681
29,71,59304
29,72,61904
29,73,44526
29,74,44044
29,75,43455
29,76,44148
29,77,37970
29,78,34681
29,79,31887
29,80,29560
29,81,27517
29,82,24490
29,83,23156
29,84,21477
29,85,133531
30,0,11659
30,1,11540
30,2,12346
30,3,12659
30,4,12952
30,5,12860
30,6,12713
30,7,12782
30,8,12721
30,9,12800
30,10,12860
30,11,13288
30,12,13359
30,13,13126
30,14,12796
30,15,12806
30,16,12707
30,17,12614
30,18,12490
30,19,13338
30,20,13855
30,21,14251
30,22,14694
30,23,14823
30,24,14313
30,25,14170
30,26,14413
30,27,14723
30,28,14352
30,29,14019
30,30,13550
30,31,13202
30,32,13132
30,33,13241
30,34,13584
30,35,13543
30,36,13856
30,37,13937
30,38,13477
30,39,13884
30,40,12823
30,41,12686
30,42,12273
30,43,11725
30,44,11591
30,45,11131
30,46,11158
30,47,11453
30,48,12300
30,49,12347
30,50,11769
30,51,11381
30,52,11522
30,53,11735
30,54,13004
30,55,13645
30,56,14156
30,57,14590
30,58,15154
30,59,15423
30,60,15277
30,61,15571
30,62,15613
30,63,15359
30,64,15220
30,65,15048
30,66,14710
30,67,14248
30,68,13613
30,69,13051
30,70,12352
30,71,11940
30,72,12294
30,73,8792
30,74,8583
30,75,8354
30,76,8349
30,77,7069
30,78,6574
30,79,5919
30,80,5415
30,81,4954
30,82,4537
30,83,4098
30,84,3682
30,85,22855
31,0,25252
31,1,25379
31,2,26343
31,3,26675
31,4,27231
31,5,26874
31,6,26478
31,7,26158
31,8,26291
31,9,26556
31,10,26740
31,11,27023
31,12,26770
31,13,26642
31,14,26764
31,15,26556
31,16,26405
31,17,25937
31,18,25727
31,19,28020
31,20,28017
31,21,27520
31,22,26899
31,23,26587
31,24,26528
31,25,26357
31,26,26174
31,27,26787
31,28,25415
31,29,24976
31,30,24331
31,31,24726
31,32,25014
31,33,25361
31,34,26197
31,35,25578
31,36,26322
31,37,26228
31,38,25929
31,39,25947
31,40,23732
31,41,23079
31,42,22434
31,43,21610
31,44,22280
31,45,21025
31,46,20656
31,47,21886
31,48,22448
31,49,22687
31,50,21421
31,51,20599
31,52,20797
31,53,21308
31,54,22981
31,55,23877
31,56,24326
31,57,24763
31,58,25191
31,59,25432
31,60,24651
31,61,24186
31,62,23871
31,63,23223
31,64,22773
31,65,21968
31,66,20884
31,67,20450
31,68,19592
31,69,18676
31,70,17976
31,71,17086
31,72,17501
31,73,12453
31,74,12322
31,75,12255
31,76,12075
31,77,10469
31,78,9396
31,79,8951
31,80,8412
31,81,8054
31,82,7432
31,83,6948
31,84,6500
31,85,43058
32,0,35701
32,1,35854
32,2,37284
32,3,38009
32,4,38727
32,5,38088
32,6,38601
32,7,37927
32,8,39428
32,9,39006
32,10,38907
32,11,40822
32,12,40476
32,13,39767
32,14,39044
32,15,38673
32,16,38452
32,17,37873
32,18,35337
32,19,32296
32,20,32854
32,21,34228
32,22,35936
32,23,38647
32,24,40922
32,25,42329
32,26,43731
32,27,46435
32,28,48176
32,29,48696
32,30,46080
32,31,45171
32,32,43886
32,33,44166
32,34,44446
32,35,42901
32,36,43333
32,37,43283
32,38,42498
32,39,43186
32,40,40159
32,41,39275
32,42,38943
32,43,37896
32,44,39031
32,45,37890
32,46,38397
32,47,39627
32,48,41895
32,49,42352
32,50,39842
32,51,38393
32,52,37678
32,53,37933
32,54,40221
32,55,40029
32,56,39418
32,57,39342
32,58,39347
32,59,39802
32,60,37495
32,61,37604
32,62,37113
32,63,36516
32,64,36810
32,65,34927
32,66,33639
32,67,32489
32,68,31619
32,69,31535
32,70,30537
32,71,30484
32,72,31835
32,73,23530
32,74,22768
32,75,21887
32,76,21694
32,77,18361
32,78,16188
32,79,15145
32,80,13446
32,81,12214
32,82,10790
32,83,9422
32,84,8646
32,85,44816
33,0,12052
33,1,12294
33,2,12859
33,3,13065
33,4,13351
33,5,13254
33,6,13778
33,7,13484
33,8,14211
33,9,14011
33,10,14132
33,11,14651
33,12,15101
33,13,15284
33,14,15543
33,15,15895
33,16,16124
33,17,16164
33,18,17325
33,19,18460
33,20,18632
33,21,18441
33,22,17509
33,23,16608
33,24,16716
33,25,17071
33,26,17380
33,27,17937
33,28,17448
33,29,17559
33,30,17173
33,31,17053
33,32,17004
33,33,17125
33,34,17066
33,35,16072
33,36,16499
33,37,16298
33,38,16221
33,39,16300
33,40,15355
33,41,15110
33,42,14748
33,43,14584
33,44,15313
33,45,15155
33,46,15831
33,47,17306
33,48,18868
33,49,19063
33,50,18694
33,51,18569
33,52,19144
33,53,19629
33,54,21014
33,55,21735
33,56,21978
33,57,21859
33,58,22432
33,59,22241
33,60,21997
33,61,21511
33,62,21136
33,63,19851
33,64,19574
33,65,18713
33,66,17759
33,67,17093
33,68,16111
33,69,15461
33,70,15198
33,71,15176
33,72,15858
33,73,10835
33,74,10465
33,75,10178
33,76,10295
33,77,8756
33,78,7581
33,79,6967
33,80,6283
33,81,5873
33,82,5293
33,83,4974
33,84,4754
33,85,30241
34,0,99459
34,1,101592
34,2,103374
34,3,105051
34,4,105214
34,5,105053
34,6,105229
34,7,106128
34,8,108436
34,9,107412
34,10,106735
34,11,110132
34,12,111271
34,13,111366
34,14,112205
34,15,113652
34,16,113429
34,17,112840
34,18,109632
34,19,103277
34,20,104260
34,21,107298
34,22,108740
34,23,108841
34,24,111586
34,25,113533
34,26,115602
34,27,116371
34,28,116380
34,29,117352
34,30,114346
34,31,113416
34,32,113306
34,33,115534
34,34,116438
34,35,113984
34,36,115741
34,37,116152
34,38,115242
34,39,119020
34,40,113005
34,41,111731
34,42,110966
34,43,109151
34,44,112701
34,45,109039
34,46,110376
34,47,115754
34,48,123289
34,49,126426
34,50,121240
34,51,120130
34,52,120895
34,53,124066
34,54,129608
34,55,130385
34,56,129097
34,57,127422
34,58,128045
34,59,127653
34,60,123352
34,61,120428
34,62,117241
34,63,111529
34,64,108497
34,65,101461
34,66,96227
34,67,90856
34,68,87734
34,69,85178
34,70,81262
34,71,80813
34,72,84683
34,73,63573
34,74,61079
34,75,58317
34,76,61573
34,77,52788
34,78,46161
34,79,43741
34,80,40474
34,81,38600
34,82,35201
34,83,32504
34,84,30206
34,85,203104
35,0,23014
35,1,23339
35,2,23944
35,3,25030
35,4,25659
35,5,25937
35,6,26200
35,7,26258
35,8,27125
35,9,27259
35,10,27502
35,11,28131
35,12,28170
35,13,27843
35,14,27843
35,15,27412
35,16,27680
35,17,27492
35,18,27720
35,19,28154
35,20,28312
35,21,28084
35,22,27493
35,23,27870
35,24,28242
35,25,28479
35,26,28849
35,27,29607
35,28,29645
35,29,29054
35,30,27725
35,31,27657
35,32,27453
35,33,27749
35,34,27869
35,35,27300
35,36,27650
35,37,27271
35,38,26540
35,39,26783
35,40,24821
35,41,24158
35,42,23710
35,43,23103
35,44,23510
35,45,22372
35,46,22676
35,47,23411
35,48,24386
35,49,24537
35,50,23618
35,51,22854
35,52,23106
35,53,23343
35,54,25353
35,55,26230
35,56,26751
35,57,27884
35,58,28133
35,59,28532
35,60,27234
35,61,27271
35,62,27467
35,63,26846
35,64,26573
35,65,25770
35,66,25294
35,67,24725
35,68,23748
35,69,23652
35,70,22802
35,71,22390
35,72,22553
35,73,16878
35,74,16671
35,75,15597
35,76,15459
35,77,13304
35,78,12134
35,79,11119
35,80,10462
35,81,9601
35,82,8665
35,83,7968
35,84,7405
35,85,41409
36,0,223930
36,1,223989
36,2,225107
36,3,226638
36,4,227337
36,5,223415
36,6,224235
36,7,223720
36,8,226256
36,9,220265
36,10,214961
36,11,220488
36,12,221125
36,13,220762
36,14,223369
36,15,226557
36,16,227902
36,17,228243
36,18,245229
36,19,247468
36,20,247881
36,21,248267
36,22,245682
36,23,256736
36,24,271281
36,25,281499
36,26,288109
36,27,290996
36,28,300371
36,29,304028
36,30,291010
36,31,286027
36,32,279095
36,33,274017
36,34,272499
36,35,257885
36,36,257301
36,37,253947
36,38,247215
36,39,254657
36,40,238571
36,41,232671
36,42,230017
36,43,224351
36,44,233346
36,45,222997
36,46,224403
36,47,234698
36,48,251639
36,49,263014
36,50,250208
36,51,247335
36,52,249088
36,53,256465
36,54,271957
36,55,273012
36,56,269671
36,57,264709
36,58,267804
36,59,273650
36,60,261096
36,61,257147
36,62,251431
36,63,240532
36,64,238104
36,65,223471
36,66,212527
36,67,203799
36,68,197782
36,69,194567
36,70,185379
36,71,181643
36,72,185221
36,73,139451
36,74,136082
36,75,128706
36,76,132077
36,77,115316
36,78,103538
36,79,98469
36,80,90732
36,81,86756
36,82,78517
36,83,73362
36,84,68750
36,85,460001
37,0,118891
37,1,120577
37,2,121664
37,3,123961
37,4,124677
37,5,124780
37,6,124213
37,7,125537
37,8,125930
37,9,128406
37,10,129884
37,11,134045
37,12,134985
37,13,133907
37,14,132785
37,15,132640
37,16,131990
37,17,131843
37,18,142834
37,19,148888
37,20,144189
37,21,140938
37,22,137504
37,23,137109
37,24,139125
37,25,143067
37,26,144378
37,27,147333
37,28,150166
37,29,148632
37,30,142726
37,31,137808
37,32,134453
37,33,133887
37,34,133619
37,35,129198
37,36,132918
37,37,132725
37,38,131863
37,39,135556
37,40,129007
37,41,129256
37,42,128666
37,43,124415
37,44,129823
37,45,126964
37,46,131388
37,47,137926
37,48,146737
37,49,145584
37,50,136903
37,51,133161
37,52,132601
37,53,133154
37,54,139649
37,55,142531
37,56,141169
37,57,139531
37,58,139974
37,59,140089
37,60,135673
37,61,134559
37,62,132661
37,63,128852
37,64,127086
37,65,123090
37,66,118367
37,67,114445
37,68,110498
37,69,107444
37,70,104729
37,71,104207
37,72,108258
37,73,78882
37,74,76588
37,75,73269
37,76,73652
37,77,62368
37,78,55804
37,79,51213
37,80,46554
37,81,43550
37,82,38683
37,83,36471
37,84,33628
37,85,189394
38,0,10483
38,1,10547
38,2,11054
38,3,10984
38,4,11033
38,5,10623
38,6,10404
38,7,10196
38,8,9923
38,9,9885
38,10,9848
38,11,9836
38,12,9797
38,13,9569
38,14,9414
38,15,9044
38,16,8887
38,17,8644
38,18,9119
38,19,11487
38,20,11856
38,21,12249
38,22,13087
38,23,12820
38,24,12204
38,25,12072
38,26,11919
38,27,11908
38,28,12272
38,29,12115
38,30,11366
38,31,10708
38,32,10528
38,33,10769
38,34,10914
38,35,10328
38,36,10551
38,37,10304
38,38,9883
38,39,9763
38,40,8991
38,41,8753
38,42,8288
38,43,7702
38,44,8013
38,45,7526
38,46,7544
38,47,7615
38,48,7947
38,49,8060
38,50,7789
38,51,7623
38,52,7651
38,53,7912
38,54,8532
38,55,8894
38,56,9228
38,57,9365
38,58,9637
38,59,9928
38,60,9649
38,61,9555
38,62,9386
38,63,9196
38,64,9040
38,65,8467
38,66,8146
38,67,7830
38,68,7227
38,69,6779
38,70,6434
38,71,6232
38,72,6265
38,73,4703
38,74,4581
38,75,4463
38,76,4382
38,77,3854
38,78,3557
38,79,3333
38,80,3251
38,81,3140
38,82,2938
38,83,2820
38,84,2630
38,85,18813
39,0,133487
39,1,136247
39,2,138052
39,3,140961
39,4,142081
39,5,142314
39,6,142480
39,7,141082
39,8,140836
39,9,141755
39,10,142881
39,11,146222
39,12,147925
39,13,147689
39,14,147095
39,15,148904
39,16,148473
39,17,149535
39,18,151660
39,19,157194
39,20,150533
39,21,149404
39,22,149007
39,23,149778
39,24,152735
39,25,154838
39,26,158151
39,27,162468
39,28,163206
39,29,162961
39,30,157699
39,31,151605
39,32,147624
39,33,147463
39,34,148363
39,35,141697
39,36,144012
39,37,145203
39,38,145294
39,39,148135
39,40,139520
39,41,136041
39,42,133730
39,43,129492
39,44,134684
39,45,130261
39,46,133657
39,47,142773
39,48,153545
39,49,153483
39,50,145752
39,51,142118
39,52,144016
39,53,146442
39,54,155534
39,55,159138
39,56,158822
39,57,160474
39,58,164712
39,59,165083
39,60,163604
39,61,164510
39,62,162072
39,63,153874
39,64,152394
39,65,144403
39,66,138207
39,67,133341
39,68,127881
39,69,123026
39,70,119426
39,71,116606
39,72,122121
39,73,83945
39,74,80287
39,75,78240
39,76,82451
39,77,72405
39,78,64788
39,79,59703
39,80,55733
39,81,53533
39,82,47959
39,83,44352
39,84,41641
39,85,256272
40,0,48442
40,1,49485
40,2,51437
40,3,52914
40,4,53255
40,5,53440
40,6,53843
40,7,53450
40,8,53727
40,9,53447
40,10,53669
40,11,54639
40,12,54881
40,13,53602
40,14,53350
40,15,53176
40,16,52757
40,17,52724
40,18,51932
40,19,54325
40,20,54949
40,21,55061
40,22,55282
40,23,54570
40,24,54786
40,25,54336
40,26,54541
40,27,57008
40,28,57770
40,29,56327
40,30,53867
40,31,52383
40,32,51429
40,33,52543
40,34,53389
40,35,52501
40,36,53722
40,37,53525
40,38,52002
40,39,52992
40,40,48721
40,41,46732
40,42,46505
40,43,44891
40,44,46282
40,45,43882
40,46,44350
40,47,46161
40,48,47857
40,49,48144
40,50,45025
40,51,43432
40,52,43090
40,53,44008
40,54,47587
40,55,49095
40,56,50334
40,57,50551
40,58,51183
40,59,51786
40,60,49593
40,61,48990
40,62,48645
40,63,46935
40,64,46582
40,65,44687
40,66,42376
40,67,40339
40,68,38948
40,69,37795
40,70,36213
40,71,35527
40,72,37376
40,73,27309
40,74,27480
40,75,26771
40,76,26260
40,77,22885
40,78,20756
40,79,19765
40,80,18197
40,81,16788
40,82,14831
40,83,13720
40,84,12946
40,85,74163
41,0,43312
41,1,44026
41,2,45462
41,3,47146
41,4,47865
41,5,48190
41,6,47959
41,7,48090
41,8,49002
41,9,49211
41,10,48977
41,11,50728
41,12,50417
41,13,49878
41,14,49084
41,15,49498
41,16,49026
41,17,48691
41,18,49397
41,19,49521
41,20,50075
41,21,51116
41,22,53123
41,23,54324
41,24,55466
41,25,57135
41,26,58442
41,27,60960
41,28,64192
41,29,63802
41,30,61126
41,31,59413
41,32,59089
41,33,59680
41,34,60445
41,35,58736
41,36,59883
41,37,59785
41,38,59004
41,39,60133
41,40,56383
41,41,55245
41,42,54306
41,43,52271
41,44,52966
41,45,50354
41,46,49959
41,47,51358
41,48,54927
41,49,55280
41,50,52030
41,51,48704
41,52,48403
41,53,48535
41,54,50577
41,55,51368
41,56,52452
41,57,53404
41,58,54294
41,59,55195
41,60,53624
41,61,54326
41,62,55302
41,63,54263
41,64,54722
41,65,54602
41,66,53728
41,67,51781
41,68,49928
41,69,48530
41,70,46653
41,71,45485
41,72,47393
41,73,33514
41,74,32984
41,75,31658
41,76,31464
41,77,26467
41,78,23576
41,79,21870
41,80,19759
41,81,17988
41,82,16188
41,83,14625
41,84,13349
41,85,84538
42,0,134712
42,1,137402
42,2,139553
42,3,142257
42,4,144000
42,5,144818
42,6,144426
42,7,144836
42,8,145799
42,9,146174
42,10,146219
42,11,150263
42,12,150821
42,13,150640
42,14,151644
42,15,153418
42,16,154083
42,17,153548
42,18,166574
42,19,176355
42,20,165849
42,21,161620
42,22,156758
42,23,155082
42,24,159921
42,25,164801
42,26,168443
42,27,173371
42,28,175204
42,29,179553
42,30,175940
42,31,172193
42,32,168255
42,33,166865
42,34,164511
42,35,158514
42,36,159238
42,37,158904
42,38,156490
42,39,158369
42,40,149126
42,41,146413
42,42,144026
42,43,139239
42,44,143420
42,45,140755
42,46,144836
42,47,154266
42,48,165941
42,49,167798
42,50,161946
42,51,160753
42,52,163586
42,53,167119
42,54,177097
42,55,180049
42,56,178990
42,57,180014
42,58,184871
42,59,185773
42,60,183305
42,61,184777
42,62,181883
42,63,173839
42,64,171382
42,65,164248
42,66,157840
42,67,151213
42,68,144150
42,69,137852
42,70,133921
42,71,132811
42,72,140075
42,73,97582
42,74,94401
42,75,93253
42,76,98097
42,77,83858
42,78,75119
42,79,69196
42,80,65405
42,81,62447
42,82,56777
42,83,53142
42,84,49863
42,85,332112
44,0,10518
44,1,10914
44,2,10792
44,3,11166
44,4,11131
44,5,10936
44,6,10818
44,7,10992
44,8,11070
44,9,11083
44,10,10951
44,11,11499
44,12,11584
44,13,11928
44,14,12007
44,15,12272
44,16,12364
44,17,12470
44,18,16030
44,19,18018
44,20,16932
44,21,15962
44,22,14541
44,23,13863
44,24,14205
44,25,14511
44,26,14911
44,27,14919
44,28,15596
44,29,15806
44,30,15664
44,31,14966
44,32,14324
44,33,13849
44,34,13667
44,35,13250
44,36,13295
44,37,13348
44,38,13119
44,39,13246
44,40,12308
44,41,11910
44,42,11674
44,43,11290
44,44,11895
44,45,11630
44,46,12041
44,47,12705
44,48,13486
44,49,14064
44,50,13558
44,51,13712
44,52,14194
44,53,14357
44,54,15365
44,55,15176
44,56,15092
44,57,15412
44,58,15553
44,59,15316
44,60,14966
44,61,15015
44,62,14841
44,63,14205
44,64,14033
44,65,13067
44,66,12378
44,67,11770
44,68,11222
44,69,10923
44,70,10476
44,71,10147
44,72,10780
44,73,7808
44,74,7588
44,75,7242
44,76,7558
44,77,6322
44,78,5592
44,79,5305
44,80,4821
44,81,4593
44,82,4272
44,83,3957
44,84,3713
44,85,27512
45,0,56122
45,1,57170
45,2,58423
45,3,59703
45,4,61046
45,5,60618
45,6,60615
45,7,61289
45,8,61600
45,9,62654
45,10,64002
45,11,65498
45,12,66430
45,13,64545
45,14,63465
45,15,63254
45,16,62423
45,17,62326
45,18,66338
45,19,70318
45,20,67149
45,21,66504
45,22,65735
45,23,65093
45,24,66262
45,25,67686
45,26,68584
45,27,70277
45,28,73489
45,29,73235
45,30,70181
45,31,66601
45,32,64276
45,33,64275
45,34,64250
45,35,63059
45,36,64018
45,37,63998
45,38,64074
45,39,64841
45,40,61881
45,41,60637
45,42,60252
45,43,57391
45,44,60353
45,45,59395
45,46,61073
45,47,63519
45,48,67017
45,49,67191
45,50,63862
45,51,62689
45,52,62701
45,53,64685
45,54,68475
45,55,70604
45,56,69573
45,57,69014
45,58,70113
45,59,70672
45,60,68117
45,61,68277
45,62,68875
45,63,66704
45,64,67195
45,65,65289
45,66,63112
45,67,61571
45,68,60302
45,69,58933
45,70,57928
45,71,57518
45,72,60389
45,73,43296
45,74,42262
45,75,40341
45,76,40484
45,77,33892
45,78,30602
45,79,27695
45,80,24734
45,81,22683
45,82,19749
45,83,18243
45,84,16590
45,85,91410
46,0,11985
46,1,12127
46,2,12285
46,3,12376
46,4,12394
46,5,12400
46,6,12147
46,7,12152
46,8,12127
46,9,12108
46,10,12088
46,11,12369
46,12,12366
46,13,12016
46,14,11893
46,15,11845
46,16,11318
46,17,11105
46,18,10921
46,19,12545
46,20,12122
46,21,11935
46,22,11803
46,23,11611
46,24,11459
46,25,11561
46,26,11608
46,27,12061
46,28,11465
46,29,11291
46,30,11350
46,31,11430
46,32,11201
46,33,11581
46,34,11516
46,35,11381
46,36,11236
46,37,11456
46,38,11305
46,39,11521
46,40,10433
46,41,9947
46,42,9817
46,43,9431
46,44,9337
46,45,8926
46,46,8888
46,47,9294
46,48,9729
46,49,9804
46,50,9387
46,51,9310
46,52,9311
46,53,9746
46,54,10470
46,55,11164
46,56,11566
46,57,11680
46,58,12017
46,59,12362
46,60,11791
46,61,11876
46,62,11790
46,63,11686
46,64,11566
46,65,11377
46,66,10858
46,67,10373
46,68,9911
46,69,9503
46,70,8795
46,71,8375
46,72,8309
46,73,5968
46,74,5747
46,75,5629
46,76,5604
46,77,4816
46,78,4262
46,79,4131
46,80,3955
46,81,3551
46,82,3341
46,83,3329
46,84,3052
46,85,20985
47,0,79775
47,1,81044
47,2,81371
47,3,82894
47,4,83521
47,5,82643
47,6,82533
47,7,83023
47,8,82100
47,9,83080
47,10,83950
47,11,87672
47,12,87358
47,13,86678
47,14,85644
47,15,85732
47,16,85662
47,17,85371
47,18,83815
47,19,83700
47,20,85093
47,21,86550
47,22,87900
47,23,91152
47,24,94230
47,25,95552
47,26,97136
47,27,100716
47,28,103020
47,29,100862
47,30,95330
47,31,91745
47,32,88469
47,33,88195
47,34,88631
47,35,85077
47,36,87274
47,37,87561
47,38,86351
47,39,89265
47,40,84614
47,41,83057
47,42,82480
47,43,78924
47,44,83055
47,45,81198
47,46,83659
47,47,87802
47,48,92821
47,49,92515
47,50,87009
47,51,83814
47,52,84157
47,53,86272
47,54,92032
47,55,93595
47,56,92269
47,57,91113
47,58,91134
47,59,92183
47,60,88792
47,61,88493
47,62,87921
47,63,85145
47,64,84052
47,65,81233
47,66,77316
47,67,73807
47,68,71918
47,69,69487
47,70,68666
47,71,68075
47,72,70776
47,73,50429
47,74,49689
47,75,47947
47,76,48322
47,77,41384
47,78,37132
47,79,34445
47,80,31398
47,81,28943
47,82,25165
47,83,23805
47,84,21687
47,85,121769
48,0,377806
48,1,383788
48,2,399369
48,3,411922
48,4,418006
48,5,415864
48,6,410388
48,7,406998
48,8,414091
48,9,416237
48,10,415321
48,11,424978
48,12,423578
48,13,420172
48,14,419075
48,15,417110
48,16,414872
48,17,410235
48,18,404961
48,19,405814
48,20,394380
48,21,392373
48,22,398233
48,23,404399
48,24,413140
48,25,420759
48,26,428145
48,27,441298
48,28,442039
48,29,440056
48,30,425400
48,31,419691
48,32,417280
48,33,419504
48,34,422591
48,35,410132
48,36,416302
48,37,414909
48,38,409072
48,39,414437
48,40,385625
48,41,377586
48,42,374121
48,43,366765
48,44,373490
48,45,361422
48,46,362610
48,47,371242
48,48,381176
48,49,376957
48,50,351864
48,51,339072
48,52,331044
48,53,332454
48,54,346257
48,55,348869
48,56,346455
48,57,342784
48,58,340903
48,59,342834
48,60,326248
48,61,319925
48,62,313470
48,63,299965
48,64,293789
48,65,276718
48,66,264514
48,67,248658
48,68,239495
48,69,231757
48,70,221490
48,71,216141
48,72,220723
48,73,164305
48,74,161227
48,75,154004
48,76,149395
48,77,128438
48,78,118430
48,79,109077
48,80,98795
48,81,91948
48,82,82654
48,83,76146
48,84,71855
48,85,408459
49,0,48566
49,1,47961
49,2,49421
49,3,50616
49,4,51239
49,5,51368
49,6,52095
49,7,50605
49,8,51995
49,9,52913
49,10,52836
49,11,54086
49,12,54402
49,13,53503
49,14,53158
49,15,52837
49,16,52509
49,17,51074
49,18,49467
49,19,47960
49,20,47655
49,21,50575
49,22,54750
49,23,56601
49,24,55071
49,25,52024
49,26,49914
49,27,50810
49,28,50717
49,29,47911
49,30,46336
49,31,44058
49,32,42285
49,33,43247
49,34,44504
49,35,44453
49,36,46188
49,37,46549
49,38,46497
49,39,47555
49,40,45228
49,41,44637
49,42,43183
49,43,40325
49,44,38838
49,45,36408
49,46,35214
49,47,34945
49,48,35741
49,49,34626
49,50,32264
49,51,30420
49,52,29862
49,53,29005
49,54,29945
49,55,30380
49,56,31169
49,57,31202
49,58,31479
49,59,31278
49,60,30460
49,61,30169
49,62,29987
49,63,28698
49,64,28312
49,65,27464
49,66,26151
49,67,24672
49,68,23353
49,69,22543
49,70,21805
49,71,21183
49,72,21356
49,73,15536
49,74,15403
49,75,15454
49,76,15173
49,77,12724
49,78,11585
49,79,10709
49,80,9934
49,81,9169
49,82,8296
49,83,7705
49,84,7083
49,85,38574
50,0,5579
50,1,5558
50,2,5922
50,3,5935
50,4,6049
50,5,6230
50,6,6067
50,7,6233
50,8,6248
50,9,6320
50,10,6305
50,11,6593
50,12,6774
50,13,6681
50,14,6705
50,15,6878
50,16,6994
50,17,6934
50,18,9212
50,19,11198
50,20,10838
50,21,10048
50,22,8987
50,23,7768
50,24,7789
50,25,7665
50,26,7824
50,27,7495
50,28,7515
50,29,7457
50,30,7190
50,31,7342
50,32,7361
50,33,7259
50,34,7300
50,35,7357
50,36,7465
50,37,7403
50,38,7274
50,39,7520
50,40,7015
50,41,6973
50,42,6806
50,43,6535
50,44,6919
50,45,6799
50,46,6866
50,47,7305
50,48,8050
50,49,8315
50,50,7914
50,51,7760
50,52,8012
50,53,8207
50,54,8823
50,55,9111
50,56,9300
50,57,9448
50,58,9974
50,59,9712
50,60,9706
50,61,9748
50,62,9668
50,63,9289
50,64,9423
50,65,8974
50,66,8703
50,67,8376
50,68,8130
50,69,7820
50,70,7584
50,71,7310
50,72,7542
50,73,5377
50,74,5390
50,75,5171
50,76,5208
50,77,4202
50,78,3897
50,79,3460
50,80,3149
50,81,3005
50,82,2596
50,83,2430
50,84,2278
50,85,14437
51,0,97864
51,1,99825
51,2,101443
51,3,102904
51,4,103441
51,5,102812
51,6,102507
51,7,102943
51,8,103743
51,9,102881
51,10,102083
51,11,106100
51,12,106349
51,13,105662
51,14,105041
51,15,105689
51,16,104775
51,17,104786
51,18,111206
51,19,115372
51,20,114207
51,21,115115
51,22,113800
51,23,112810
51,24,115687
51,25,118300
51,26,119774
51,27,120363
51,28,122038
51,29,121451
51,30,118247
51,31,117615
51,32,116621
51,33,117905
51,34,118067
51,35,114984
51,36,117201
